ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,pobtot,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC,area_alcaldia,densidad_por_alcaldia,hogares_por_vivienda,tasa_anual,factor_5anos_crecimiento,poblacion_2025,categorizacion_educacion,categorizacion_nivel_educativo,porcentaje_piso_digno,porcentaje_tasa_desocupacion,porcentaje_con_seguro_social
9,Ciudad de México,4,Cuajimalpa de Morelos,20,San Lorenzo Acopilco," 99°19'32.454"" W","19°19'51.617"" N",2936.0,23037.0,26042,13416.0,12626.0,1069.0,537.0,532.0,24969.0,12878.0,12091.0,24125.0,12473.0,11652.0,21077.0,10935.0,10142.0,19843.0,10308.0,9535.0,18586.0,9684.0,8902.0,1306.0,640.0,666.0,2586.0,1303.0,1283.0,2980.0,1515.0,1465.0,1234.0,627.0,607.0,1257.0,624.0,633.0,3137,1557,1580,7238,2658,1457,1201,94.11,6195,18194,1649,1913,942,971,2187,1098,1089,2095,1067,1028,2117,1025,1092,2277,1156,1121,2201,1112,1089,2165,1096,1069,1952,984,968,1794,975,819,1677,890,787,1656,907,749,1346,706,640,1009,542,467,658,344,314,453,254,199,248,135,113,155,97,58,135,85,50,1.83,22420,11442,10978,3528,1922,1606,23505,12150,11355,559,292,267,240,118,122,0,0,0,224,110,114,238,0,224,692,422,190,232,1029,461,474,124,243,173,170,2511,736,1608,131,516,120,430,298,22311,435,194,241,194,92,102,101,49,52,894,458,436,1025,522,503,54,28,26,389,259,130,624,388,236,996,587,409,2428,1326,1102,684,286,398,5633,2881,2752,8820,4486,4334,9.96,9.84,10.09,13456.0,5726,7730,7555,5179,2376,13146,5640,7506,310.0,86,224,7236,18755,11020.0,2286,80,164,4927,40,397,227,7144,11428,2470,21985,1227,86,2676,6627.0,1977,4650,26042,7001,19041,7357,6627,6996,6266,6625,6627,592,138,26042,3.93,0.99,6513.0,107,2060,4563,453,1053,5117,6619,6,6554,4711,71,6239,1966,6564,45,6601,16,6530,0,6574,3880,18,5718,5286,3946,2609,358,387,5214,6325,3027,3903,6040,4188,2245,1390,949,170,315,2092,44,8,74.58,349.18208635022796,1.0,0.0123363730038768,1.0632226163418723,27688.443374775037,medio,secundaria,16.666666666666664,2.3038049940546967,42.31625835189309
9,Ciudad de México,4,Cuajimalpa de Morelos,50,La Venta," 99°18'36.766"" W","19°20'03.752"" N",2862.0,531.0,486,270.0,216.0,15.0,5.0,10.0,471.0,265.0,206.0,455.0,255.0,200.0,401.0,227.0,174.0,377.0,212.0,165.0,354.0,199.0,155.0,25.0,15.0,10.0,45.0,23.0,22.0,54.0,30.0,24.0,24.0,15.0,9.0,23.0,13.0,10.0,58,31,27,142,63,35,28,80,109,341,36,31,15,16,40,22,18,38,21,17,40,19,21,41,25,16,46,21,25,41,24,17,26,14,12,30,17,13,34,22,12,32,19,13,24,16,8,27,15,12,12,3,9,7,4,3,9,8,1,7,4,3,1,1,0,2.1,428,233,195,55,34,21,437,244,193,15,8,7,3,3,0,0,0,0,3,3,0,3,0,3,6,0,0,0,7,2,4,2,1,2,2,35,19,17,2,9,1,6,7,437,4,2,2,2,0,2,0,0,0,15,10,5,23,13,10,0,0,0,13,8,5,19,13,6,25,13,12,42,25,17,12,9,3,101,47,54,161,92,69,9.67,9.67,9.67,279.0,144,135,119,80,39,277,144,133,2.0,0,2,152,331,146.0,72,1,2,92,1,3,16,134,207,57,421,47,0,14,124.0,53,71,486,204,282,128,124,117,113,124,124,2,2,486,3.92,1.01,122.0,2,40,84,13,17,94,124,0,124,121,0,105,11,123,0,124,0,124,0,123,71,1,113,99,77,53,8,6,99,122,52,78,116,84,36,32,9,1,3,38,1,2,74.58,6.516492357200322,1.0,0.008816246692400442,1.044865378313535,507.80457386037807,medio,secundaria,16.666666666666664,0.7168458781362007,30.04115226337449
9,Ciudad de México,4,Cuajimalpa de Morelos,54,Puerto las Cruces (Monte las Cruces)," 99°20'51.436"" W","19°17'41.500"" N",3200.0,444.0,1233,648.0,585.0,65.0,35.0,30.0,1165.0,612.0,553.0,1128.0,594.0,534.0,973.0,505.0,468.0,914.0,475.0,439.0,857.0,447.0,410.0,61.0,33.0,28.0,131.0,74.0,57.0,146.0,78.0,68.0,59.0,30.0,29.0,57.0,28.0,29.0,150,83,67,368,94,48,46,90.28,316,868,46,102,53,49,113,69,44,101,50,51,103,54,49,104,57,47,112,58,54,122,58,64,100,58,42,84,42,42,72,41,31,75,40,35,48,19,29,48,24,24,24,12,12,11,4,7,7,5,2,2,2,0,2,1,1,1.86,1032,532,500,187,108,79,1079,563,516,28,17,11,64,37,27,2,0,2,58,34,24,60,2,54,111,25,11,14,35,15,5,13,7,12,9,90,22,50,5,33,2,9,14,1083,30,16,14,31,15,16,15,3,12,28,14,14,37,18,19,2,2,0,25,14,11,40,23,17,43,24,19,129,66,63,28,13,15,298,150,148,325,171,154,9.53,9.51,9.55,697.0,313,384,257,183,74,685,311,374,12.0,2,10,397,815,474.0,90,3,0,228,20,8,4,281,585,98,997,87,0,128,323.0,90,233,1233,365,868,367,323,238,194,323,323,38,6,1233,3.82,1.08,290.0,26,108,209,28,69,220,317,0,312,148,5,290,42,301,14,309,4,304,0,302,204,0,250,210,129,103,24,24,248,288,110,98,259,125,84,51,45,15,41,159,3,4,74.58,16.532582461786003,1.0,0.10753640538152442,1.666441426221464,2054.722278531065,medio,secundaria,16.666666666666664,1.721664275466284,38.44282238442822
9,Ciudad de México,4,Cuajimalpa de Morelos,55,Teopazulco," 99°19'23.215"" W","19°20'45.333"" N",2940.0,12.0,80,40.0,40.0,1.0,0.0,1.0,79.0,40.0,39.0,77.0,39.0,38.0,65.0,32.0,33.0,60.0,28.0,32.0,59.0,27.0,32.0,5.0,3.0,2.0,9.0,5.0,4.0,10.0,7.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,9,2,7,19,9,4,5,100,20,53,7,3,1,2,10,5,5,7,6,1,4,2,2,6,1,5,8,2,6,9,6,3,6,1,5,5,3,2,5,4,1,6,5,1,2,0,2,2,0,2,4,2,2,2,2,0,1,0,1,0,0,0,0,0,0,2.34,71,35,36,9,5,4,77,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7,2,4,0,2,0,1,0,72,1,1,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,2,1,1,2,2,0,5,3,2,8,2,6,1,0,1,23,15,8,21,6,15,9.02,8.18,9.75,40.0,14,26,25,18,7,40,14,26,0.0,0,0,21,59,30.0,1,0,0,27,1,0,0,27,30,8,57,2,0,21,23.0,7,16,80,26,54,29,23,29,23,23,23,6,0,80,3.48,1.18,20.0,3,12,11,3,7,13,23,0,23,7,0,21,10,12,11,23,0,23,0,23,20,0,8,10,4,3,0,4,22,21,4,3,21,4,2,1,2,0,2,18,0,1,74.58,1.0726736390453204,1.0,0.2089013820911636,2.581988897471612,206.55911179772897,medio,secundaria,16.666666666666664,0.0,37.5
9,Ciudad de México,4,Cuajimalpa de Morelos,56,Valle de las Monjas," 99°17'35.672"" W","19°20'18.829"" N",2663.0,18.0,108,47.0,61.0,4.0,2.0,2.0,104.0,45.0,59.0,99.0,43.0,56.0,84.0,38.0,46.0,80.0,36.0,44.0,76.0,36.0,40.0,6.0,2.0,4.0,14.0,5.0,9.0,15.0,5.0,10.0,4.0,2.0,2.0,4.0,0.0,4.0,16,8,8,27,5,3,2,129.79,28,77,3,9,4,5,8,4,4,11,3,8,5,1,4,15,7,8,12,6,6,7,5,2,11,2,9,4,1,3,7,5,2,7,5,2,7,1,6,2,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1.63,100,42,58,6,4,2,99,43,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,107,5,2,3,2,1,1,1,0,1,2,0,2,1,1,0,0,0,0,1,0,1,1,0,1,7,2,5,15,6,9,2,1,1,28,13,15,27,14,13,9.24,9.97,8.64,57.0,20,37,27,18,9,57,20,37,0.0,0,0,22,86,45.0,0,0,0,11,25,5,0,23,45,16,94,0,0,14,32.0,5,27,108,26,82,34,32,34,32,31,32,2,0,108,3.38,1.2,25.0,6,18,13,10,6,15,31,0,29,28,2,22,2,31,0,31,0,29,0,31,19,0,19,11,14,10,3,4,27,25,6,6,28,8,4,3,2,0,3,23,0,1,74.58,1.4481094127111827,1.0,0.19623119885131546,2.449489742783178,264.5448922205832,medio,secundaria,16.666666666666664,0.0,41.66666666666667
9,Ciudad de México,4,Cuajimalpa de Morelos,57,Prolongación Constitución," 99°19'36.019"" W","19°21'09.542"" N",2715.0,51.0,131,65.0,66.0,8.0,3.0,5.0,123.0,62.0,61.0,120.0,62.0,58.0,107.0,55.0,52.0,104.0,53.0,51.0,95.0,47.0,48.0,4.0,1.0,3.0,12.0,6.0,6.0,9.0,5.0,4.0,3.0,2.0,1.0,9.0,6.0,3.0,24,10,14,39,5,4,1,101.54,27,100,4,11,3,8,10,6,4,6,3,3,18,8,10,15,8,7,7,2,5,13,7,6,11,6,5,11,6,5,4,2,2,9,6,3,11,4,7,1,1,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1.62,115,55,60,16,10,6,120,62,58,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,7,0,0,0,3,3,1,0,0,1,1,5,2,4,1,0,2,1,2,123,2,0,2,1,0,1,0,0,0,7,5,2,6,1,5,0,0,0,2,1,1,3,1,2,3,1,2,10,7,3,4,2,2,27,12,15,49,25,24,10.26,10.48,10.04,70.0,27,43,37,28,9,70,27,43,0.0,0,0,49,82,66.0,2,0,0,15,0,0,0,39,57,11,103,3,0,25,32.0,8,24,131,29,102,37,32,37,32,32,32,1,4,131,4.09,1.39,32.0,0,13,19,6,7,19,32,0,32,31,0,27,2,31,0,32,0,32,0,31,23,0,24,21,16,8,1,1,27,29,11,18,30,15,13,0,4,1,0,14,0,1,74.58,1.7565030839367124,1.0,0.09893020871131131,1.602693810738781,209.9528892067803,medio,secundaria,16.666666666666664,0.0,50.38167938931297
9,Ciudad de México,4,Cuajimalpa de Morelos,58,Paraje Río Borracho," 99°19'41.652"" W","19°20'57.976"" N",2692.0,17.0,80,44.0,36.0,3.0,2.0,1.0,77.0,42.0,35.0,76.0,42.0,34.0,66.0,36.0,30.0,59.0,32.0,27.0,56.0,29.0,27.0,1.0,0.0,1.0,10.0,6.0,4.0,15.0,8.0,7.0,7.0,4.0,3.0,3.0,3.0,0.0,14,5,9,22,3,2,1,81.82,21,57,2,4,2,2,4,2,2,13,8,5,8,6,2,9,2,7,6,3,3,3,1,2,3,3,0,9,5,4,6,2,4,6,5,1,6,3,3,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,72,39,33,8,5,3,76,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,79,1,0,1,2,2,0,3,2,1,1,1,0,2,1,1,4,3,1,2,2,0,2,2,0,1,0,1,15,8,7,2,2,0,14,9,5,25,11,14,9.36,8.97,9.81,46.0,21,25,20,15,5,46,21,25,0.0,0,0,37,43,23.0,2,0,0,18,0,0,0,30,34,2,67,9,0,4,21.0,8,13,80,30,50,28,21,28,21,21,21,5,2,80,3.81,0.99,21.0,0,3,18,0,2,19,21,0,21,21,0,19,9,21,0,21,0,21,0,21,13,0,20,15,12,8,1,0,10,20,7,10,21,9,3,1,3,1,0,9,0,1,74.58,1.0726736390453204,1.0,0.16751940226096163,2.169304578186562,173.54436625492497,medio,secundaria,16.666666666666664,0.0,28.749999999999996
9,Ciudad de México,4,Cuajimalpa de Morelos,59,El Zarco," 99°21'15.809"" W","19°17'35.718"" N",3141.0,22.0,24,12.0,12.0,3.0,1.0,2.0,21.0,11.0,10.0,20.0,11.0,9.0,20.0,11.0,9.0,20.0,11.0,9.0,20.0,11.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,2,8,4,1,3,100,4,18,2,4,1,3,0,0,0,0,0,0,1,1,0,5,3,2,4,2,2,0,0,0,0,0,0,1,1,0,1,1,0,3,1,2,1,1,0,2,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1.73,22,10,12,2,2,0,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,1,0,0,0,3,2,1,11,6,5,9.9,9.91,9.89,17.0,9,8,0,0,0,17,9,8,0.0,0,0,12,12,5.0,3,0,0,4,0,0,0,2,15,3,5,18,0,1,9.0,3,6,24,7,17,9,9,9,9,9,9,0,0,24,2.67,0.75,9.0,0,3,6,0,3,6,9,0,9,6,0,9,0,9,0,9,0,9,0,9,6,0,9,8,6,3,1,1,8,8,5,3,8,8,5,5,0,0,1,1,0,1,74.58,0.32180209171359614,1.0,0.00873910263040134,1.0444659357341866,25.067182457620476,medio,secundaria,16.666666666666664,0.0,20.833333333333336
9,Ciudad de México,4,Cuajimalpa de Morelos,60,La Bolsa (El Encinal)," 99°18'06.266"" W","19°20'20.408"" N",2783.0,518.0,9,27457.822857142855,25171.72380952381,1526.624761904762,752.7085714285714,773.9161904761904,51047.91619047619,26677.44,24370.47619047619,49832.142857142855,26075.662857142856,23756.48,45232.46857142857,23814.92380952381,21417.544761904763,43129.80380952381,22775.849523809524,20353.954285714284,40953.693333333336,21707.605714285713,19246.08761904762,1856.8761904761905,916.2438095238095,940.6323809523809,3958.5714285714284,1946.272380952381,2012.2990476190475,4791.125714285714,2358.266666666667,2432.8590476190475,2102.6647619047617,1039.0742857142857,1063.5904761904762,2176.110476190476,1068.2438095238094,1107.8666666666666,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8.996914285714286,*,*,29143.361904761903,*,*,*,*,*,*,*,*,654.2266666666667,*,*,*,*,22180.481904761906,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15750.76,*,*,*,*,*,7,2,*,*,*,*,*,*,*,3.7516571428571437,*,15612.04,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,74.58,0.12067578439259856,7875.38,0.33320662688340674,4.21198987529858,37.90790887768722,bajo,primaria,16.666666666666664,2.24485654333438,246449.79894179897
9,Ciudad de México,4,Cuajimalpa de Morelos,62,Los Campesinos [Rancho]," 99°20'40.786"" W","19°18'18.001"" N",3056.0,11.0,29,14.0,15.0,3.0,1.0,2.0,26.0,13.0,13.0,24.0,11.0,13.0,24.0,11.0,13.0,24.0,11.0,13.0,22.0,9.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4,1,3,9,2,1,1,107.14,5,22,2,5,3,2,0,0,0,0,0,0,4,2,2,2,1,1,3,2,1,3,0,3,2,2,0,1,0,1,4,2,2,2,0,2,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,22,11,11,7,3,4,23,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,1,1,0,0,0,0,24,1,1,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,2,1,1,2,1,1,0,0,0,5,2,3,0,0,0,10,6,4,6,1,5,8.65,7.8,9.31,13.0,5,8,10,5,5,13,5,8,0.0,0,0,11,18,6.0,3,0,0,4,0,5,0,6,16,1,4,12,0,13,5.0,1,4,29,7,22,5,5,4,4,5,5,0,0,29,5.8,1.45,5.0,0,2,3,1,0,4,5,0,5,2,0,3,3,5,0,4,0,4,0,4,2,0,5,5,3,3,0,0,2,4,2,3,5,4,2,0,0,1,0,0,0,1,74.58,0.3888441941539287,1.0,0.10179432537256972,1.6236882817719775,47.08696017138735,bajo,primaria,16.666666666666664,0.0,20.689655172413794
9,Ciudad de México,4,Cuajimalpa de Morelos,63,Santa Rosa," 99°17'42.290"" W","19°19'23.959"" N",2859.0,51.0,818,414.0,404.0,29.0,19.0,10.0,789.0,395.0,394.0,757.0,373.0,384.0,636.0,308.0,328.0,582.0,280.0,302.0,527.0,252.0,275.0,49.0,33.0,16.0,104.0,54.0,50.0,126.0,63.0,63.0,54.0,28.0,26.0,55.0,28.0,27.0,98,42,56,229,43,18,25,97.58,236,562,20,61,41,20,87,48,39,88,45,43,89,42,47,64,28,36,62,30,32,66,31,35,64,40,24,57,24,33,61,34,27,46,18,28,30,15,15,23,12,11,10,2,8,7,2,5,1,1,0,1,0,1,1,1,0,1.73,643,325,318,174,88,86,754,371,383,3,2,1,3,2,1,0,0,0,3,2,1,3,0,3,10,1,0,1,11,5,3,3,3,2,1,29,8,20,5,7,4,6,9,771,25,18,7,6,6,0,10,6,4,32,16,16,22,7,15,4,3,1,21,13,8,27,17,10,70,39,31,120,52,68,28,11,17,189,92,97,121,57,64,8.03,7.85,8.2,378.0,123,255,257,185,72,377,123,254,1.0,0,1,406,412,188.0,33,1,0,169,21,0,1,263,334,39,602,37,6,173,204.0,60,144,818,256,562,231,204,231,204,204,204,20,7,818,4.01,1.36,168.0,36,103,101,42,51,111,202,2,182,149,22,177,37,192,10,202,2,180,0,200,161,2,130,114,51,38,9,11,155,192,31,73,179,89,12,8,10,9,20,110,2,3,74.58,10.968087959238401,1.0,0.3198309634263905,4.004898960807191,3276.0073499402824,bajo,primaria,16.666666666666664,0.26455026455026454,22.982885085574573
9,Ciudad de México,4,Cuajimalpa de Morelos,64,Paraje Cerro de los Padres," 99°19'01.120"" W","19°21'51.054"" N",2843.0,61.0,12,27457.822857142855,25171.72380952381,1526.624761904762,752.7085714285714,773.9161904761904,51047.91619047619,26677.44,24370.47619047619,49832.142857142855,26075.662857142856,23756.48,45232.46857142857,23814.92380952381,21417.544761904763,43129.80380952381,22775.849523809524,20353.954285714284,40953.693333333336,21707.605714285713,19246.08761904762,1856.8761904761905,916.2438095238095,940.6323809523809,3958.5714285714284,1946.272380952381,2012.2990476190475,4791.125714285714,2358.266666666667,2432.8590476190475,2102.6647619047617,1039.0742857142857,1063.5904761904762,2176.110476190476,1068.2438095238094,1107.8666666666666,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8.996914285714286,*,*,29143.361904761903,*,*,*,*,*,*,*,*,654.2266666666667,*,*,*,*,22180.481904761906,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15750.76,*,*,*,*,*,2,1,*,*,*,*,*,*,*,3.7516571428571437,*,15612.04,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,74.58,0.16090104585679807,15750.76,0.15006612057778534,2.0119354805144267,24.14322576617312,bajo,primaria,16.666666666666664,2.24485654333438,184837.34920634923
9,Ciudad de México,4,Cuajimalpa de Morelos,66,Santa Laura [Rancho]," 99°19'10.138"" W","19°20'36.786"" N",2725.0,3.0,38,13.0,25.0,0.0,0.0,0.0,38.0,13.0,25.0,38.0,13.0,25.0,37.0,13.0,24.0,37.0,13.0,24.0,36.0,12.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5,2,3,6,2,2,0,192.31,1,36,1,0,0,0,0,0,0,1,0,1,2,1,1,4,2,2,5,0,5,2,0,2,1,0,1,1,0,1,5,3,2,8,4,4,7,1,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.31,34,12,22,2,1,1,37,13,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,35,11,24,15.32,15.08,15.46,31.0,10,21,6,3,3,31,10,21,0.0,0,0,5,33,10.0,0,0,2,0,0,20,1,14,20,3,17,1,0,20,14.0,2,12,38,4,34,15,14,15,14,14,14,1,0,38,2.71,0.45,14.0,0,4,10,0,1,13,14,0,14,12,0,14,10,14,0,14,0,14,0,14,1,0,14,13,13,13,7,12,13,14,14,14,13,14,13,14,11,0,0,0,0,1,74.58,0.5095199785465272,1.0,0.2890395254047575,3.5590260840104375,135.24299119239663,alto,preparatoria o mas,16.666666666666664,0.0,26.31578947368421
